"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRECIPITATION","SNOWFALL","MAXTEMP","MINTEMP"
"USC00190190","ASHBURNHAM, MA US",42.6178,-71.9159,337.7,2024-12-30,0.54,0,52,34
"USC00190190","ASHBURNHAM, MA US",42.6178,-71.9159,337.7,2024-12-31,0.25,0,53,31
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-01,0,0,38,30
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-02,0,0,38,22
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-03,0,0,39,23
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-04,0,0,44,26
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-05,0,0,43,21
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-06,0,0,35,18
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-07,0.49,0.2,37,22
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-08,0.96,1.3,38,26
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-09,0,0,37,19
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-10,3.02,0,54,19
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-11,0,0,51,40
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-12,0,0,45,29
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-13,0.75,0,52,30
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-14,0.78,0,59,33
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-15,0,0,42,23
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-16,0.13,2.3,35,24
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-17,0.62,0.1,39,19
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-18,0,0,30,16
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-19,0,0,32,18
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-20,0.03,0.7,32,15
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-21,0,0,26,14
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-22,0,0,27,13
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-23,0,0,39,12
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-24,0.18,1.4,41,32
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-25,0.62,0,51,33
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-26,0.29,0,52,38
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-27,0.19,0,44,38
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-28,0.1,0,38,33
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-29,1.1,0,39,35
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-30,0.11,0.1,35,29
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-01-31,0,0,30,25
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-02-01,0,0,33,27
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-02-02,0,0,42,32
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-02-03,0.02,0,43,32
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-02-04,0,0,34,28
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-02-05,0,0,38,28
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-02-06,0,0,37,31
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-02-07,0.04,0.2,35,32
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-02-08,0,0,38,23
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-02-09,0,0,42,23
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-02-10,0,0,44,24
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-02-11,0.01,0,52,33
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-02-12,0,0,49,27
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-02-13,0.13,0,46,27
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-02-14,1.13,8.3,35,25
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-02-15,0,0,32,18
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-02-16,0.02,0.3,37,22
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-02-17,0,0.2,39,24
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-02-18,0.01,0.2,34,15
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-02-19,0,0,36,19
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-02-20,0,0,39,20
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-02-21,0,0,35,15
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-02-22,0,0,38,20
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-02-23,0.09,0,41,32
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-02-24,0.26,0,48,36
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-02-25,0,0,40,17
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-02-26,0,0,38,24
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-02-27,0,0,47,38
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-02-28,1.11,0,61,39
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-02-29,0.68,0,56,27
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-01,0,0,35,21
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-02,0,0,38,21
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-03,1.44,0,48,37
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-04,0,0,51,44
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-05,0.03,0,44,40
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-06,0.58,0,52,41
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-07,1.14,0,55,41
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-08,0.1,0,41,37
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-09,0,0,42,28
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-10,1.37,0,49,36
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-11,0,0,51,33
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-12,0,0,47,31
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-13,0,0,56,32
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-14,0,0,52,33
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-15,0,0,57,36
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-16,0.02,0,55,37
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-17,0.05,0,56,37
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-18,0,0,57,38
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-19,0,0,52,32
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-20,0,0,47,32
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-21,0.03,0,53,29
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-22,0,0,41,23
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-23,0,0,42,23
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-24,1.8,0,52,30
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-25,0,0,38,29
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-26,0,0,40,36
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-27,0.02,0,40,38
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-28,0.04,0,48,40
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-29,2.06,0,49,40
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-30,0.13,0,47,35
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-03-31,0,0,56,36
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-01,0,0,58,32
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-02,0,0,51,32
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-03,0.11,0,47,33
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-04,2.06,0,44,38
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-05,0.14,0,48,33
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-06,0.05,0,47,33
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-07,0.15,0,44,36
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-08,0.01,0,46,29
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-09,0,0,59,35
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-10,0,0,66,37
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-11,0,0,59,44
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-12,0.1,0,56,48
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-13,0.78,0,59,46
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-14,0.02,0,57,44
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-15,0,0,57,43
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-16,0.07,0,72,42
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-17,0,0,66,40
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-18,0,0,55,45
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-19,0.01,0,52,43
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-20,0,0,56,43
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-21,0.32,0,54,33
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-22,0,0,51,30
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-23,0,0,54,30
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-24,0,0,59,32
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-25,0,0,64,36
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-26,0,0,50,27
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-27,0,0,53,30
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-28,0,0,62,44
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-29,0,0,64,50
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-04-30,0,0,70,47
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-01,0.04,0,58,46
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-02,0.05,0,53,37
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-03,0.07,0,62,44
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-04,0,0,52,36
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-05,0,0,51,40
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-06,0.6,0,55,48
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-07,0,0,71,53
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-08,0,0,73,50
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-09,0.39,0,60,46
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-10,0,0,63,47
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-11,0.02,0,55,44
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-12,0,0,54,35
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-13,0,0,59,37
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-14,0,0,66,41
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-15,0,0,71,57
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-16,1.65,0,70,55
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-17,0.68,0,59,53
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-18,0.09,0,64,50
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-19,0.06,0,53,48
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-20,0.02,0,54,49
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-21,0,0,60,48
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-22,0,0,71,48
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-23,0,0,81,56
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-24,1.56,0,71,53
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-25,0,0,81,52
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-26,0,0,73,54
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-27,0,0,77,60
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-28,1.2,0,69,62
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-29,0,0,75,55
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-30,0,0,75,57
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-05-31,0.23,0,65,44
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-01,0,0,72,45
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-02,0,0,76,50
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-03,0,0,79,53
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-04,0,0,72,52
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-05,0,0,71,53
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-06,0,0,73,63
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-07,0.13,0,67,62
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-08,0,0,75,57
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-09,0,0,72,54
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-10,0.21,0,67,51
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-11,0,0,71,51
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-12,0,0,72,52
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-13,0,0,74,58
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-14,0,0,78,63
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-15,0.48,0,78,63
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-16,0,0,70,51
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-17,0,0,67,56
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-18,0,0,74,66
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-19,0,0,78,68
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-20,0,0,80,68
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-21,0,0,80,66
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-22,0.27,0,81,63
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-23,0.35,0,71,65
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-24,0.09,0,79,65
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-25,0.01,0,80,63
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-26,0,0,82,68
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-27,0.8,0,78,67
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-28,0,0,76,56
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-29,0,0,68,54
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-06-30,0.11,0,73,57
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-01,0.41,0,76,66
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-02,0,0,71,59
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-03,0,0,73,53
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-04,0,0,78,54
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-05,0.05,0,78,63
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-06,0.09,0,76,72
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-07,0.02,0,77,73
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-08,0,0,84,73
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-09,0,0,84,73
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-10,0.05,0,82,74
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-11,0,0,80,74
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-12,0,0,80,73
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-13,0.27,0,82,73
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-14,0.42,0,77,72
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-15,0,0,82,72
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-16,0,0,85,73
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-17,0,0,85,72
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-18,0.08,0,83,74
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-19,0,0,80,64
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-20,0,0,74,61
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-21,0,0,78,62
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-22,0,0,80,64
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-23,0.21,0,81,66
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-24,0.01,0,71,65
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-25,0,0,71,65
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-26,0.05,0,77,59
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-27,0,0,76,60
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-28,0,0,78,58
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-29,0.6,0,76,61
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-30,0.1,0,71,63
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-07-31,0.02,0,79,71
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-01,0,0,81,72
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-02,0,0,85,69
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-03,0,0,86,69
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-04,0,0,84,74
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-05,0,0,81,70
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-06,0,0,83,70
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-07,0.41,0,75,60
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-08,0.01,0,66,58
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-09,0.05,0,75,65
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-10,0.35,0,82,73
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-11,0.01,0,81,61
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-12,0,0,78,58
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-13,0.03,0,76,59
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-14,0,0,75,59
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-15,0,0,76,58
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-16,0.3,0,79,57
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-17,0,0,71,60
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-18,0,0,71,63
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-19,0.12,0,74,66
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-20,0.28,0,74,63
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-21,0,0,69,50
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-22,0,0,70,51
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-23,0,0,71,51
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-24,0,0,77,58
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-25,0,0,78,58
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-26,0,0,78,60
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-27,0.15,0,75,57
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-28,0,0,77,65
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-29,0,0,81,64
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-30,0,0,69,50
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-08-31,0,0,70,58
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-09-01,0,0,76,61
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-09-02,0.04,0,74,65
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-09-03,0,0,69,52
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-09-04,0,0,67,48
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-09-05,0,0,73,49
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-09-06,0,0,72,58
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-09-07,0,0,73,63
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-09-08,0,0,71,51
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-09-09,0,0,70,47
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-09-10,0,0,72,55
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-09-11,0,0,72,49
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-09-12,0,0,71,49
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-09-13,0,0,76,53
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-09-14,0,0,77,56
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-09-15,0,0,76,53
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-09-16,0,0,72,47
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-09-17,0,0,73,51
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-09-18,0,0,75,59
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-09-19,0.07,0,71,64
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-09-20,0.77,0,67,62
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-09-21,2.22,0,63,59
"USC00192372","EAST SANDWICH, MA US",41.7145,-70.4718,45.7,2024-09-22,1.94,0,60,59
